"","state","puma","X","jpumarow","serialno.household","sex","age","educ","income","latino","black","asian","married","divorced","uscitizen","children","disability","militaryservice","employed","englishability","fips"
"9798",13,1101,535,11,6653829,1,37,13,31800,0,0,0,1,0,1,1,0,0,1,NA,13121
"9799",13,1101,535,11,5516169,1,28,13,0,0,0,0,1,0,1,0,0,0,0,NA,13121
"9800",13,1101,535,11,689812,1,28,12,38500,0,0,0,0,0,1,0,0,0,1,NA,13121
"9801",13,1101,535,11,9050175,1,41,13,910,0,0,0,1,0,1,1,0,0,1,NA,13121
"9802",13,1101,535,11,7361273,0,35,12,51000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9803",13,1101,535,11,5882948,1,45,13,5700,0,0,0,0,0,1,0,0,0,1,NA,13121
"9804",13,1101,535,11,9072359,1,66,11,14000,0,0,0,1,0,1,0,0,0,0,NA,13121
"9805",13,1101,535,11,4217518,0,51,13,1e+05,0,0,0,1,0,1,0,0,0,1,NA,13121
"9806",13,1101,535,11,2467127,0,25,11,25000,0,0,0,0,0,1,0,0,1,1,NA,13121
"9807",13,1101,535,11,786320,1,49,14,3900,0,0,0,1,0,1,1,0,0,1,NA,13121
"9808",13,1101,535,11,4250288,1,35,11,75000,0,0,0,1,0,1,1,0,0,1,NA,13121
"9809",13,1101,535,11,6053928,1,33,10,44000,0,0,0,1,0,1,1,0,0,0,NA,13121
"9810",13,1101,535,11,8290399,1,52,13,8400,0,0,0,0,0,1,0,1,0,0,NA,13121
"9811",13,1101,535,11,3909250,1,38,9,15000,1,0,0,1,0,1,1,0,0,1,1,13121
"9812",13,1101,535,11,4397123,0,75,13,315000,0,0,0,1,0,1,0,1,1,1,NA,13121
"9813",13,1101,535,11,5853735,0,47,13,84000,0,1,0,1,0,1,0,0,0,1,NA,13121
"9814",13,1101,535,11,2534702,0,27,12,49000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9815",13,1101,535,11,7030102,1,38,14,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9816",13,1101,535,11,4056797,1,28,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9817",13,1101,535,11,5845561,1,54,10,65000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9818",13,1101,535,11,8290399,1,54,14,85000,0,0,0,0,0,1,1,0,0,1,NA,13121
"9819",13,1101,535,11,7567010,1,38,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9820",13,1101,535,11,4870084,0,29,9,27120,0,0,0,1,0,1,0,0,0,1,NA,13121
"9821",13,1101,535,11,9292146,0,43,14,170400,0,0,0,1,0,1,0,0,0,1,NA,13121
"9822",13,1101,535,11,1529864,0,44,9,130000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9823",13,1101,535,11,3872185,0,23,12,30000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9824",13,1101,535,11,9834733,1,22,14,32000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9825",13,1101,535,11,8606984,0,20,11,3300,0,0,0,0,0,1,0,0,0,1,NA,13121
"9826",13,1101,535,11,8215014,0,38,13,77000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9827",13,1101,535,11,4192539,1,31,13,49000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9828",13,1101,535,11,7523114,1,45,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9829",13,1101,535,11,3296192,0,40,13,322000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9830",13,1101,535,11,7989475,1,29,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9831",13,1101,535,11,2067324,1,33,11,45900,1,0,0,0,0,1,0,0,0,1,1,13121
"9832",13,1101,535,11,3673583,1,51,13,56500,0,0,0,1,0,1,0,0,0,1,NA,13121
"9833",13,1101,535,11,2042223,0,45,11,125780,0,0,0,1,0,1,0,0,0,1,NA,13121
"9834",13,1101,535,11,5064307,1,70,11,29940,0,0,0,1,0,1,0,0,0,1,NA,13121
"9835",13,1101,535,11,3538797,0,27,13,20150,0,0,0,1,0,1,0,0,0,1,NA,13121
"9836",13,1101,535,11,4466845,1,41,13,0,0,0,1,1,0,0,1,0,0,0,0,13121
"9837",13,1101,535,11,5800204,1,30,14,43000,0,0,1,1,0,0,1,0,0,1,1,13121
"9838",13,1101,535,11,231413,1,51,13,4000,0,0,0,1,0,1,1,0,0,1,NA,13121
"9839",13,1101,535,11,4665735,0,53,13,12000,0,0,0,1,0,1,0,0,1,1,NA,13121
"9840",13,1101,535,11,6653829,0,40,14,124000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9841",13,1101,535,11,5763896,0,21,11,25000,0,0,0,0,0,1,0,0,0,1,NA,13121
"9842",13,1101,535,11,8135378,1,30,14,0,0,0,1,1,0,0,0,0,0,0,1,13121
"9843",13,1101,535,11,8606984,1,48,13,35000,0,0,0,1,0,1,1,0,0,1,NA,13121
"9844",13,1101,535,11,77418,1,28,13,71200,0,0,0,0,0,1,0,0,0,1,NA,13121
"9845",13,1101,535,11,6871796,1,37,13,10000,0,1,0,1,0,1,1,0,0,1,1,13121
"9846",13,1101,535,11,1283056,1,45,14,7500,0,0,0,1,0,1,1,0,0,1,NA,13121
"9847",13,1101,535,11,3073731,0,30,14,82700,0,0,0,0,0,1,0,0,0,1,NA,13121
"9848",13,1101,535,11,81626,0,35,14,1e+05,0,0,0,1,0,1,0,0,0,1,NA,13121
"9849",13,1101,535,11,6063976,1,31,15,32010,0,0,0,0,0,1,0,0,0,1,NA,13121
"9850",13,1101,535,11,7728278,1,68,4,3700,0,0,0,1,0,1,0,1,0,0,NA,13121
"9851",13,1101,535,11,6556359,1,48,13,139000,0,0,0,0,0,0,0,0,0,0,1,13121
"9852",13,1101,535,11,7578497,0,41,13,138000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9853",13,1101,535,11,8597012,1,38,9,32600,1,0,0,0,0,1,1,0,0,1,1,13121
"9854",13,1101,535,11,1539804,0,52,13,315100,0,0,0,1,0,1,0,0,0,1,NA,13121
"9855",13,1101,535,11,3203081,0,45,11,104000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9856",13,1101,535,11,2534702,1,22,13,0,0,0,0,0,0,1,0,0,0,1,NA,13121
"9857",13,1101,535,11,1832679,1,65,9,9600,0,0,0,0,1,1,0,1,0,0,NA,13121
"9858",13,1101,535,11,7214972,0,36,11,115500,0,0,0,1,0,1,0,0,0,1,NA,13121
"9859",13,1101,535,11,2042223,1,45,11,0,1,0,0,1,0,1,1,0,0,0,1,13121
